                  Reconstructed space fractional uncertainties (diagonal terms / prediction)
# BNB  MCBKG   EXT    NUM     MCSIG  err_tot  err_stat  err_mcstat  err_add  err_flux  err_det  err_xs  err_rw  err_rw_cor
0 0 0 0 0 0 inf -nan inf -nan -nan -nan -nan -nan -nan 
79 160 45.9654 27.6901 -0.638969 0.835685 2.4192 0.773506 0.770139 0 0.144386 2.08398 0.541484 0.0549031 0.0325806 
80 781 213.58 96.9837 0.835539 37.0832 0.327649 0.157079 0.106139 0.00353723 0.0509518 0.221838 0.12149 0.0634577 0.0284106 
81 711 192.033 66.3737 24.8835 65.8543 0.330088 0.124744 0.0677401 0.00536866 0.0577493 0.192422 0.103104 0.120546 0.152501 
82 447 184.979 41.729 36.7052 89.5506 0.290374 0.107053 0.052312 0.00367144 0.0643505 0.197436 0.118202 0.0599086 0.0970783 
83 270 136.067 16.1166 36.0064 84.2772 0.285539 0.111038 0.0560644 0.00303098 0.0703217 0.186707 0.116423 0.0560705 0.0977126 
84 217 105.195 10.838 2.36227 86.4389 0.307082 0.104403 0.0562087 0.0043563 0.0743746 0.221811 0.137226 0.0380687 0.0721736 
85 125 83.6282 5.84079 6.82879 66.2142 0.388914 0.119709 0.0653093 0.00305759 0.085873 0.314369 0.129937 0.041499 0.0885517 
86 82 46.4197 1.86859 -1.29126 57.3517 0.411978 0.126391 0.0737286 0 0.0739683 0.340768 0.150491 0.0354635 0.0530671 
87 47 31.6088 3.70405 -3.69248 44.5592 0.470415 0.141759 0.0881718 0 0.10193 0.397436 0.152273 0.0356482 0.0248562 
88 26 23.2722 1.45481 -3.72129 30.8887 0.466879 0.163668 0.104026 0.00223498 0.132059 0.365257 0.159109 0.0407704 0.0503183 
89 23 11.3507 1.05539 -1.80156 23.1227 0.931767 0.19406 0.11928 0 0.107262 0.882162 0.14331 0.0467414 0.0621615 
90 18 10.5617 3.93907 -4.03711 18.7218 0.6656 0.203428 0.143087 0 0.11902 0.577393 0.134631 0.0674543 0.10461 
91 10 6.44211 0 0.623677 12.4142 0.966851 0.277925 0.167257 0.00556102 0.0784836 0.887558 0.175611 0.0485276 0.0493787 
92 8 6.79337 0.406599 0.0101478 9.18948 1.33963 0.31392 0.200069 0 0.15065 1.24279 0.232212 0.109614 0.151203 
93 3 3.34358 0 -0.885693 6.15925 0.927257 0.370942 0.254882 0 0.0603438 0.787511 0.161786 0.0599114 0.0605277 
94 4 2.77278 0 -0.351379 5.04477 1.3444 0.427023 0.266522 0 0.148196 1.21199 0.242312 0.0534984 0.0397303 
95 0 1.96685 0 -3.97436 6.54528 0.896366 0.294837 0.266207 0 0.085262 0.783282 0.139547 0.052524 0.0514299 
96 1 3.02185 0 -2.89327 4.89327 0.96853 0.371317 0.321075 0 0.0751388 0.823028 0.11791 0.00900281 0.00900281 
97 0 1.31868 0 0.820027 2.17997 2.30848 0.710427 0.419363 0 0.143987 2.13931 0.224583 0.0187262 0.0187262 
98 1 1.12535 0 -1.33354 1.67372 2.09439 0.546567 0.526919 0 0.10372 1.91149 0.376866 0.0259451 0.0533906 
99 2 0.588456 0 -1.30331 3.30331 4.2741 0.498702 0.455762 0 0.15223 3.97491 1.40977 0.022 0.022 
100 0 0.39005 0 0.803285 0.196715 7.86155 2.63484 2.36407 0 0.404012 6.98166 0.604146 0.022 0.022 
101 1 0.907136 0 0.219901 0.780099 7.1224 1.17613 0.771066 0 0.196573 6.96692 0.416107 0.022 0.022 
102 0 0.731918 0 0.804975 0.195025 6.27302 2.64726 2.37591 0 0.819438 5.05181 0.710357 0.022 0.022 
103 1 3.83422 0.324397 -8.91577 11.1108 0.754828 0.189043 0.189103 0 0.0592286 0.696678 0.0951912 0.0126928 0.0133172 
